Order Detail ID,Sales,Quantity,Discount,Profit,Profit Margin,Cost of Goods Sold,Cost of Sales,Other Expenses
57,319.41,5,0.1,7.098000000000006,0.02222222222222224,229.50199999999998,57.375499999999995,57.375499999999995
58,14.56,2,0.0,6.9888,0.48,5.047466666666667,1.2618666666666667,1.2618666666666667
59,30.0,2,0.0,3.3000000000000007,0.11000000000000003,17.8,4.45,4.45
60,48.480000000000004,4,0.2,16.362,0.3374999999999999,27.876000000000005,6.969000000000001,6.969000000000001
61,1.68,1,0.0,0.84,0.5,0.5599999999999999,0.13999999999999999,0.13999999999999999
62,13.98,2,0.0,6.151200000000001,0.44000000000000006,5.2192,1.3048,1.3048
63,25.824,6,0.2,9.3612,0.3625,14.418400000000002,3.6046000000000005,3.6046000000000005
64,146.73,3,0.0,68.9631,0.47000000000000003,51.8446,12.96115,12.96115
65,79.76,4,0.0,22.332800000000006,0.2800000000000001,38.284800000000004,9.571200000000001,9.571200000000001
66,213.11499999999998,5,0.3,-15.22250000000001,-0.07142857142857148,194.84799999999998,48.711999999999996,48.711999999999996
67,1113.0240000000001,8,0.2,111.30239999999998,0.09999999999999996,816.2176000000002,204.05440000000004,204.05440000000004
68,167.96800000000002,4,0.2,62.988,0.37499999999999994,92.38240000000002,23.095600000000005,23.095600000000005
69,75.88,2,0.0,35.663599999999995,0.47,26.81093333333333,6.702733333333333,6.702733333333333
70,4.616,1,0.2,1.7309999999999999,0.375,2.5387999999999997,0.6346999999999999,0.6346999999999999
71,19.049999999999997,3,0.0,8.763,0.4600000000000001,6.857999999999998,1.7144999999999995,1.7144999999999995
72,831.9360000000001,8,0.2,-114.39120000000003,-0.1375,741.8096,185.4524,185.4524
73,97.04,2,0.2,1.2129999999999974,0.012499999999999973,76.82333333333334,19.205833333333334,19.205833333333334
74,72.784,1,0.2,-18.196,-0.25,70.35786666666667,17.589466666666667,17.589466666666667
75,1.2479999999999998,3,0.8,-1.9344000000000006,-1.5500000000000007,2.7872000000000003,0.6968000000000001,0.6968000000000001
76,9.708,3,0.6,-5.8248000000000015,-0.6000000000000002,14.238400000000002,3.5596000000000005,3.5596000000000005
77,27.240000000000002,3,0.2,2.724000000000002,0.10000000000000006,19.976,4.994,4.994
78,19.3,5,0.6,-14.475000000000001,-0.75,30.236666666666668,7.559166666666667,7.559166666666667
79,208.16,1,0.0,56.20320000000001,0.2700000000000001,101.30453333333332,25.32613333333333,25.32613333333333
80,16.740000000000002,3,0.0,8.0352,0.4799999999999999,5.803200000000001,1.4508000000000003,1.4508000000000003
81,14.9,5,0.0,4.172000000000001,0.28,7.152,1.788,1.788
82,21.39,1,0.0,6.203099999999999,0.29,10.124600000000001,2.5311500000000002,2.5311500000000002
83,200.98400000000004,7,0.2,62.807499999999976,0.31249999999999983,118.91553333333339,29.728883333333346,29.728883333333346
84,230.376,3,0.2,-48.9549,-0.2125,216.93740000000003,54.234350000000006,54.234350000000006
85,301.96,2,0.0,33.215599999999995,0.10999999999999999,179.16293333333334,44.790733333333336,44.790733333333336
86,19.99,1,0.0,6.796599999999998,0.3399999999999999,8.795600000000002,2.1989000000000005,2.1989000000000005
87,6.16,2,0.0,2.9568,0.48,2.135466666666667,0.5338666666666667,0.5338666666666667
88,158.36800000000002,7,0.2,13.857199999999999,0.08749999999999998,117.45626666666669,29.364066666666673,29.364066666666673
89,20.1,3,0.0,6.632999999999998,0.3299999999999999,8.978000000000003,2.244500000000001,2.244500000000001
90,73.584,2,0.2,8.278199999999998,0.11249999999999998,53.34840000000001,13.337100000000003,13.337100000000003
91,6.48,1,0.0,3.1104000000000003,0.48000000000000004,2.2464000000000004,0.5616000000000001,0.5616000000000001
92,12.96,2,0.0,6.2208000000000006,0.48000000000000004,4.492800000000001,1.1232000000000002,1.1232000000000002
93,53.34,3,0.0,16.535399999999996,0.3099999999999999,24.536400000000008,6.134100000000002,6.134100000000002
94,32.96,2,0.0,16.1504,0.49000000000000005,11.2064,2.8016,2.8016
95,5.682000000000001,1,0.7,-3.7880000000000003,-0.6666666666666665,8.964933333333335,2.2412333333333336,2.2412333333333336
96,96.53,7,0.0,40.5426,0.42,37.32493333333334,9.331233333333335,9.331233333333335
97,51.312,3,0.2,17.9592,0.35,29.076800000000002,7.2692000000000005,7.2692000000000005
98,77.88,6,0.0,22.585199999999993,0.2899999999999999,36.8632,9.2158,9.2158
99,64.624,7,0.2,22.618399999999994,0.3499999999999999,36.62026666666667,9.155066666666668,9.155066666666668
100,95.97600000000001,3,0.2,-10.79730000000001,-0.1125000000000001,83.97900000000001,20.994750000000003,20.994750000000003
101,1.7879999999999996,3,0.8,-3.0396,-1.7000000000000004,4.172,1.043,1.043
102,23.92,4,0.0,11.7208,0.49,8.132800000000001,2.0332000000000003,2.0332000000000003
103,238.89600000000002,6,0.2,-26.875800000000012,-0.11250000000000004,209.03400000000002,52.258500000000005,52.258500000000005
104,102.35999999999999,3,0.2,-3.8385000000000105,-0.03750000000000011,84.44699999999999,21.111749999999997,21.111749999999997
105,36.882000000000005,3,0.7,-25.8174,-0.6999999999999998,59.0112,14.7528,14.7528
106,74.11200000000001,8,0.2,17.6016,0.2375,47.555200000000006,11.888800000000002,11.888800000000002
107,27.992000000000004,1,0.2,2.0993999999999993,0.07499999999999996,20.994000000000003,5.248500000000001,5.248500000000001
108,3.3040000000000003,1,0.2,1.0737999999999999,0.32499999999999996,1.9273333333333336,0.4818333333333334,0.4818333333333334
109,339.96000000000004,5,0.2,67.99199999999996,0.19999999999999987,226.6400000000001,56.660000000000025,56.660000000000025
110,41.96,2,0.0,10.909600000000001,0.26,20.700266666666668,5.175066666666667,5.175066666666667
111,75.96,2,0.0,22.78799999999999,0.2999999999999999,35.44800000000001,8.862000000000002,8.862000000000002
112,27.240000000000002,6,0.0,13.3476,0.48999999999999994,9.261600000000001,2.3154000000000003,2.3154000000000003
113,40.096000000000004,14,0.2,14.534799999999997,0.3624999999999999,22.38693333333334,5.596733333333335,5.596733333333335
114,4.720000000000001,2,0.2,1.6519999999999997,0.34999999999999987,2.6746666666666674,0.6686666666666669,0.6686666666666669
115,23.976000000000003,3,0.2,7.492499999999999,0.3124999999999999,14.185800000000004,3.546450000000001,3.546450000000001
116,130.464,6,0.2,44.0316,0.33749999999999997,75.0168,18.7542,18.7542
117,787.53,3,0.0,165.38129999999995,0.20999999999999994,414.7658,103.69145,103.69145
118,157.79400000000004,1,0.7,-115.7156,-0.7333333333333332,255.97693333333336,63.99423333333334,63.99423333333334
119,47.04,3,0.0,18.345599999999997,0.38999999999999996,19.129600000000003,4.782400000000001,4.782400000000001
120,30.84,4,0.0,13.878,0.45,11.308000000000002,2.8270000000000004,2.8270000000000004
121,226.56,6,0.0,63.436800000000005,0.28,108.7488,27.1872,27.1872
122,115.02,9,0.0,51.75899999999999,0.44999999999999996,42.174,10.5435,10.5435
123,68.04,7,0.0,19.731599999999997,0.2899999999999999,32.205600000000004,8.051400000000001,8.051400000000001
124,600.558,3,0.3,-8.579400000000078,-0.014285714285714415,526.2032,131.5508,131.5508
125,617.7,6,0.5,-407.68200000000013,-0.6600000000000001,889.4880000000002,222.37200000000004,222.37200000000004
126,2.3880000000000003,2,0.7,-1.8308,-0.7666666666666665,3.9269333333333334,0.9817333333333333,0.9817333333333333
127,243.99200000000002,7,0.2,30.49899999999998,0.12499999999999992,174.86093333333338,43.715233333333344,43.715233333333344
128,81.424,2,0.2,-9.160199999999996,-0.11249999999999995,71.24600000000001,17.811500000000002,17.811500000000002
129,238.56,3,0.0,26.241599999999977,0.1099999999999999,141.5456,35.3864,35.3864
130,59.96999999999999,5,0.4,-11.993999999999993,-0.1999999999999999,63.96799999999999,15.991999999999997,15.991999999999997
131,78.304,2,0.2,29.363999999999997,0.37499999999999994,43.06720000000001,10.766800000000002,10.766800000000002
132,21.456,9,0.2,6.973199999999998,0.3249999999999999,12.516,3.129,3.129
133,20.04,3,0.0,9.6192,0.48,6.9472,1.7368,1.7368
134,35.44,1,0.0,16.656799999999997,0.4699999999999999,12.522133333333333,3.130533333333333,3.130533333333333
135,11.52,4,0.0,3.4559999999999995,0.3,5.3759999999999994,1.3439999999999999,1.3439999999999999
136,4.02,2,0.0,1.9697999999999998,0.49,1.3668,0.3417,0.3417
137,76.176,3,0.2,26.661599999999996,0.3499999999999999,43.16640000000001,10.791600000000003,10.791600000000003
138,65.88,6,0.0,18.446400000000004,0.2800000000000001,31.622399999999995,7.905599999999999,7.905599999999999
139,43.120000000000005,14,0.0,20.697599999999998,0.47999999999999987,14.94826666666667,3.7370666666666676,3.7370666666666676
140,82.80000000000001,2,0.2,10.349999999999994,0.12499999999999992,59.34000000000002,14.835000000000004,14.835000000000004
141,8.82,3,0.0,2.3814,0.27,4.2924,1.0731,1.0731
142,10.86,3,0.0,5.1042000000000005,0.4700000000000001,3.8371999999999993,0.9592999999999998,0.9592999999999998
143,143.7,3,0.0,68.976,0.48000000000000004,49.815999999999995,12.453999999999999,12.453999999999999
144,839.4300000000001,3,0.0,218.25179999999997,0.25999999999999995,414.1188,103.5297,103.5297
145,671.93,7,0.0,20.157899999999998,0.03,434.51473333333325,108.62868333333331,108.62868333333331
146,93.888,4,0.2,12.90959999999999,0.1374999999999999,66.504,16.626,16.626
147,384.45000000000005,11,0.0,103.80150000000003,0.2700000000000001,187.09900000000002,46.774750000000004,46.774750000000004
148,149.97,3,0.0,5.9987999999999815,0.039999999999999876,95.9808,23.9952,23.9952
149,1951.84,8,0.0,585.5519999999999,0.3,910.8586666666665,227.71466666666663,227.71466666666663
150,171.55,5,0.0,80.6285,0.47,60.614333333333335,15.153583333333334,15.153583333333334
151,157.92,5,0.2,17.76599999999999,0.11249999999999995,114.492,28.623,28.623
152,203.184,2,0.2,15.23879999999999,0.07499999999999996,152.388,38.097,38.097
153,58.379999999999995,7,0.0,26.270999999999994,0.4499999999999999,21.406,5.3515,5.3515
154,105.52,4,0.0,48.539199999999994,0.45999999999999996,37.9872,9.4968,9.4968
155,80.88,6,0.0,21.028799999999997,0.25999999999999995,39.9008,9.9752,9.9752
156,6.63,3,0.0,1.7901,0.27,3.2266,0.80665,0.80665
157,457.56800000000004,2,0.2,51.47639999999994,0.11249999999999986,331.7368000000001,82.93420000000002,82.93420000000002
158,14.62,2,0.0,6.8713999999999995,0.47,5.165733333333333,1.2914333333333332,1.2914333333333332
159,944.9300000000001,7,0.0,236.23250000000002,0.25,472.46500000000003,118.11625000000001,118.11625000000001
160,5.98,1,0.0,2.691,0.44999999999999996,2.192666666666667,0.5481666666666668,0.5481666666666668
161,54.38400000000001,2,0.2,1.359599999999995,0.024999999999999904,42.60080000000001,10.650200000000002,10.650200000000002
162,28.4,5,0.0,13.347999999999997,0.4699999999999999,10.034666666666666,2.5086666666666666,2.5086666666666666
163,27.680000000000003,2,0.2,9.687999999999999,0.3499999999999999,15.685333333333338,3.9213333333333344,3.9213333333333344
164,9.936,3,0.2,2.7324,0.275,6.1272,1.5318,1.5318
165,8159.951999999999,8,0.4,-1359.992000000002,-0.16666666666666693,8522.616533333334,2130.6541333333334,2130.6541333333334
166,275.928,3,0.2,-58.634699999999995,-0.2125,259.8322,64.95805,64.95805
167,1740.0599999999997,9,0.3,-24.858000000000175,-0.014285714285714388,1524.624,381.156,381.156
168,32.064,6,0.2,6.813599999999997,0.2124999999999999,21.1088,5.2772,5.2772
169,177.97999999999996,5,0.8,-453.84900000000005,-2.5500000000000007,516.1419999999999,129.03549999999998,129.03549999999998
170,143.976,3,0.2,8.998500000000007,0.06250000000000006,109.1818,27.29545,27.29545
171,20.94,3,0.0,9.841800000000001,0.47000000000000003,7.3988000000000005,1.8497000000000001,1.8497000000000001
172,110.96,2,0.0,53.260799999999996,0.48,38.46613333333333,9.616533333333333,9.616533333333333
173,340.14400000000006,7,0.2,21.259,0.062499999999999986,257.94253333333336,64.48563333333334,64.48563333333334
174,52.44799999999999,2,0.8,-131.12000000000003,-2.500000000000001,150.35093333333333,37.58773333333333,37.58773333333333
175,20.16,4,0.2,6.551999999999999,0.32499999999999996,11.760000000000002,2.9400000000000004,2.9400000000000004
176,97.26399999999998,4,0.8,-243.16000000000008,-2.5000000000000013,278.8234666666667,69.70586666666668,69.70586666666668
177,396.802,7,0.3,-11.337199999999939,-0.028571428571428414,351.4532,87.8633,87.8633
178,15.88,5,0.2,-3.771500000000001,-0.23750000000000004,15.218333333333335,3.804583333333334,3.804583333333334
179,3.28,1,0.0,1.4104,0.43000000000000005,1.2463999999999997,0.31159999999999993,0.31159999999999993
180,24.816000000000003,2,0.2,1.8612000000000002,0.075,18.612000000000002,4.6530000000000005,4.6530000000000005
181,408.74399999999997,7,0.2,76.63949999999998,0.18749999999999997,275.90219999999994,68.97554999999998,68.97554999999998
182,503.96,4,0.0,131.02960000000002,0.26000000000000006,248.62026666666665,62.15506666666666,62.15506666666666
183,149.95,5,0.0,41.986000000000004,0.28,71.97599999999998,17.993999999999996,17.993999999999996
184,29.0,2,0.0,7.25,0.25,14.5,3.625,3.625
185,7.16,2,0.0,3.4368,0.48,2.4821333333333335,0.6205333333333334,0.6205333333333334
186,176.8,8,0.0,22.98400000000001,0.13000000000000003,102.544,25.636,25.636
187,37.224000000000004,3,0.2,3.7224000000000004,0.1,27.297600000000006,6.824400000000002,6.824400000000002
188,20.016000000000002,3,0.2,6.254999999999996,0.3124999999999998,11.842800000000004,2.960700000000001,2.960700000000001
189,899.1360000000001,4,0.2,112.39199999999991,0.12499999999999989,644.3808000000001,161.09520000000003,161.09520000000003
190,71.76,6,0.0,20.092800000000004,0.28,34.4448,8.6112,8.6112
191,51.84,8,0.0,24.883200000000002,0.48000000000000004,17.971200000000003,4.492800000000001,4.492800000000001
192,626.3520000000001,3,0.2,46.97640000000001,0.07500000000000001,469.76400000000007,117.44100000000002,117.44100000000002
193,19.9,5,0.0,6.566999999999998,0.32999999999999996,8.888666666666667,2.222166666666667,2.222166666666667
194,14.280000000000001,7,0.0,6.711599999999999,0.46999999999999986,5.045600000000002,1.2614000000000005,1.2614000000000005
195,7.408,2,0.2,1.2037999999999995,0.16249999999999992,5.123866666666667,1.2809666666666668,1.2809666666666668
196,6.048,3,0.2,1.5876000000000006,0.26250000000000007,3.7800000000000002,0.9450000000000001,0.9450000000000001
197,46.26,3,0.0,12.0276,0.26,22.8216,5.7054,5.7054
198,2.9460000000000006,2,0.7,-2.2585999999999995,-0.7666666666666664,4.844533333333334,1.2111333333333334,1.2111333333333334
199,16.056,3,0.2,5.8203000000000005,0.3625,8.9646,2.24115,2.24115
200,21.744000000000003,3,0.2,6.794999999999999,0.3124999999999999,12.865200000000005,3.2163000000000013,3.2163000000000013
201,218.75,2,0.5,-161.875,-0.74,326.6666666666667,81.66666666666667,81.66666666666667
202,2.6,1,0.2,0.29249999999999987,0.11249999999999995,1.8850000000000002,0.47125000000000006,0.47125000000000006
203,66.28399999999999,2,0.8,-178.9668,-2.7000000000000006,198.852,49.713,49.713
204,35.168000000000006,7,0.2,9.671200000000002,0.275,21.68693333333334,5.421733333333335,5.421733333333335
205,444.76800000000003,4,0.2,44.476800000000026,0.10000000000000005,326.1632,81.5408,81.5408
206,83.92,4,0.0,5.874399999999994,0.06999999999999994,52.0304,13.0076,13.0076
207,131.98,2,0.0,35.634600000000006,0.2700000000000001,64.23026666666665,16.057566666666663,16.057566666666663
208,15.92,4,0.0,7.4824,0.47000000000000003,5.625066666666666,1.4062666666666666,1.4062666666666666
209,52.29,9,0.0,16.209899999999998,0.30999999999999994,24.0534,6.01335,6.01335
210,91.99,1,0.0,3.6795999999999935,0.03999999999999993,58.873599999999996,14.718399999999999,14.718399999999999
211,20.8,2,0.2,6.499999999999999,0.31249999999999994,12.306666666666667,3.0766666666666667,3.0766666666666667
212,23.680000000000003,2,0.2,8.879999999999999,0.3749999999999999,13.024000000000006,3.2560000000000016,3.2560000000000016
213,452.45,5,0.5,-244.32300000000006,-0.5400000000000001,615.332,153.833,153.833
214,62.982,3,0.4,-14.695800000000006,-0.23333333333333342,68.5804,17.1451,17.1451
215,1188.0000000000002,9,0.7,-950.4000000000001,-0.7999999999999999,1980.0000000000005,495.0000000000001,495.0000000000001
216,89.584,2,0.2,4.479200000000006,0.050000000000000065,68.68106666666667,17.170266666666667,17.170266666666667
217,93.06,6,0.0,26.056800000000003,0.28,44.6688,11.1672,11.1672
218,302.376,3,0.2,22.678200000000018,0.07500000000000007,226.78199999999998,56.695499999999996,56.695499999999996
219,5.5840000000000005,2,0.2,1.8147999999999997,0.3249999999999999,3.257333333333334,0.8143333333333335,0.8143333333333335
220,22.704000000000004,6,0.2,8.2302,0.36249999999999993,12.676400000000005,3.169100000000001,3.169100000000001
221,19.776000000000003,4,0.7,-13.843199999999996,-0.6999999999999996,31.641599999999997,7.910399999999999,7.910399999999999
222,72.704,4,0.2,19.084800000000005,0.26250000000000007,45.44,11.36,11.36
223,479.98800000000006,4,0.7,-383.9904,-0.7999999999999999,799.9800000000001,199.99500000000003,199.99500000000003
224,27.168000000000003,2,0.2,2.7168,0.09999999999999999,19.923200000000005,4.980800000000001,4.980800000000001
225,2.2,1,0.0,0.9680000000000002,0.44000000000000006,0.8213333333333334,0.20533333333333334,0.20533333333333334
226,622.4499999999999,5,0.0,136.939,0.22,323.674,80.9185,80.9185
227,21.98,1,0.0,0.21979999999999933,0.009999999999999969,14.5068,3.6267,3.6267
228,161.568,2,0.2,-28.27440000000002,-0.17500000000000013,148.104,37.026,37.026
229,389.696,8,0.2,43.84079999999997,0.11249999999999992,282.5296000000001,70.63240000000002,70.63240000000002
230,18.648000000000003,7,0.7,-12.431999999999999,-0.6666666666666665,29.4224,7.3556,7.3556
231,233.86,2,0.45,-102.04800000000003,-0.43636363636363645,294.0966666666667,73.52416666666667,73.52416666666667
232,620.6145000000001,3,0.45,-248.24579999999992,-0.3999999999999998,765.4245500000001,191.35613750000002,191.35613750000002
233,5.328000000000001,2,0.7,-3.5519999999999996,-0.6666666666666664,8.4064,2.1016,2.1016
234,258.072,3,0.2,0.0,0.0,206.45759999999999,51.614399999999996,51.614399999999996
235,617.9760000000001,3,0.2,-7.724700000000098,-0.012500000000000157,499.53060000000016,124.88265000000004,124.88265000000004
236,10.56,2,0.0,4.752,0.44999999999999996,3.8720000000000003,0.9680000000000001,0.9680000000000001
237,25.920000000000005,5,0.2,9.396,0.36249999999999993,14.472000000000007,3.6180000000000017,3.6180000000000017
238,419.68000000000006,5,0.6,-356.72799999999995,-0.8499999999999998,685.4773333333334,171.36933333333334,171.36933333333334
239,11.688,3,0.6,-4.6751999999999985,-0.39999999999999986,15.584,3.896,3.896
240,31.983999999999998,2,0.2,11.194399999999998,0.35,18.124266666666667,4.531066666666667,4.531066666666667
241,177.225,5,0.5,-120.51299999999998,-0.6799999999999999,257.56699999999995,64.39174999999999,64.39174999999999
242,4.0440000000000005,3,0.6,-2.8307999999999995,-0.6999999999999998,6.2008,1.5502,1.5502
243,7.408,2,0.2,1.2037999999999995,0.16249999999999992,5.123866666666667,1.2809666666666668,1.2809666666666668
244,2001.8600000000001,7,0.0,580.5393999999999,0.2899999999999999,947.5470666666669,236.88676666666672,236.88676666666672
245,166.72,2,0.0,41.68000000000001,0.25000000000000006,83.36,20.84,20.84
246,47.88,6,0.0,23.94,0.5,15.96,3.99,3.99
247,1503.25,5,0.0,496.07249999999993,0.32999999999999996,671.4516666666667,167.86291666666668,167.86291666666668
248,25.92,4,0.0,12.441600000000001,0.48000000000000004,8.985600000000002,2.2464000000000004,2.2464000000000004
249,321.568,2,0.2,28.137200000000007,0.08750000000000002,238.49626666666666,59.624066666666664,59.624066666666664
250,7.61,1,0.0,3.5766999999999998,0.47,2.6888666666666667,0.6722166666666667,0.6722166666666667
251,3347.37,13,0.0,636.0002999999997,0.18999999999999992,1807.5798,451.89495,451.89495
252,80.58,6,0.0,22.562400000000004,0.28,38.678399999999996,9.669599999999999,9.669599999999999
253,361.92,4,0.0,162.864,0.45,132.704,33.176,33.176
254,12.132000000000001,9,0.6,-8.492399999999998,-0.6999999999999997,18.6024,4.6506,4.6506
255,82.368,2,0.2,-19.562399999999997,-0.23749999999999996,78.93599999999999,19.733999999999998,19.733999999999998
256,53.92,5,0.2,4.043999999999997,0.07499999999999994,40.44,10.11,10.11
257,647.904,6,0.2,56.691599999999966,0.08749999999999995,480.5288,120.1322,120.1322
258,20.37,3,0.0,6.925800000000001,0.34,8.9628,2.2407,2.2407
259,221.54999999999998,3,0.0,6.646500000000017,0.030000000000000082,143.26899999999998,35.817249999999994,35.817249999999994
260,17.52,5,0.2,6.131999999999999,0.3499999999999999,9.928,2.482,2.482
261,1.6239999999999994,2,0.8,-4.466,-2.750000000000001,4.926133333333333,1.2315333333333331,1.2315333333333331
262,3059.982,3,0.4,-509.99700000000075,-0.1666666666666669,3195.9812,798.9953,798.9953
263,2519.9579999999996,7,0.4,-251.99579999999992,-0.09999999999999998,2519.9579999999996,629.9894999999999,629.9894999999999
264,328.224,4,0.2,28.7196,0.08750000000000001,243.43280000000001,60.858200000000004,60.858200000000004
265,79.9,2,0.0,35.156000000000006,0.44000000000000006,29.82933333333333,7.457333333333333,7.457333333333333
266,14.015999999999998,3,0.2,4.7303999999999995,0.3375,8.0592,2.0148,2.0148
267,7.5600000000000005,6,0.0,0.3024,0.04,4.8384,1.2096,1.2096
268,37.208,1,0.2,-7.441600000000001,-0.20000000000000004,34.727466666666665,8.681866666666666,8.681866666666666
269,57.576,3,0.2,21.591,0.375,31.666799999999995,7.916699999999999,7.916699999999999
270,725.84,4,0.0,210.4935999999999,0.28999999999999987,343.56426666666675,85.89106666666669,85.89106666666669
271,209.92999999999998,7,0.0,92.36920000000002,0.44000000000000017,78.37386666666664,19.59346666666666,19.59346666666666
272,5.28,3,0.0,2.3232000000000004,0.44000000000000006,1.9711999999999998,0.49279999999999996,0.49279999999999996
